"backers_count","blurb","categoryId","categoryName","categorySlug","converted_pledged_amount","country","country_displayable_name","created_at","created_at_formatted","creatorAvatar","creatorId","creatorName","creatorUrl","currency","currency_symbol","currency_trailing_code","current_currency","deadline","description","disable_communication","fx_rate","goal","id","is_starrable","launched_at","launched_at_formatted","link","locationId","locationName","name","photo","pledged","pubDate","slug","spotlight","staff_pick","state","state_changed_at","static_usd_rate","title","url","usd_exchange_rate","usd_pledged","usd_type"
"75","CapHat is a new HAT for all versions of the Raspberry Pi, featuring  an easy clip on capacitive keypad for unlimited uses.","337","Gadgets","technology/gadgets","3854","GB","the United Kingdom","1455201627","Thu, 11 Feb 2016 14:40:27 +0000","https://ksr-ugc.imgix.net/assets/014/474/339/87d345ee092bc52c5935501c18ff9442_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1478873745&auto=format&frame=1&q=92&s=1749ef65d4e43b67fe75b4b311c34270","364371217","Think Engineer","https://www.kickstarter.com/profile/thingpilot","GBP","£","false","USD","1481817428","CapHat is a new HAT for all versions of the Raspberry Pi, featuring  an easy clip on capacitive keypad for unlimited uses.","false","1.36483183","3000","1557650910","false","1479139028","Mon, 14 Nov 2016 15:57:08 +0000","https://www.kickstarter.com/projects/thingpilot/caphat-a-raspberry-pi-capacitive-keypad-hat-access?ref=discovery_newest","32997","Reading, UK","CapHat - A Raspberry Pi Capacitive Keypad HAT Accessory",,"3073","Mon, 14 Nov 2016 15:57:08 +0000","caphat-a-raspberry-pi-capacitive-keypad-hat-access","true","false","successful","1481817428","1.2601791","CapHat - A Raspberry Pi Capacitive Keypad HAT Accessory","https://www.kickstarter.com/projects/thingpilot/caphat-a-raspberry-pi-capacitive-keypad-hat-access?ref=discovery_newest","1.25414967","3872.5303743","international"
"3135","Much more than just a cutting board: The Frankfurter Brett is a new way of cooking. And it can hold your iPad.","337","Gadgets","technology/gadgets","608927","DE","Germany","1472570008","Tue, 30 Aug 2016 15:13:28 +0000","https://ksr-ugc.imgix.net/assets/007/736/481/c403af792eb8b215c8fe4fb0b999b7c9_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1461476095&auto=format&frame=1&q=92&s=9258103f4bf78137a708d99d1c57d885","1461435280","Johannes Schreiter & Joseph Schreiter","https://www.kickstarter.com/profile/1461435280","EUR","€","false","USD","1481889600","Much more than just a cutting board: The Frankfurter Brett is a new way of cooking. And it can hold your iPad.","false","1.17203066","100000","701248262","false","1479119655","Mon, 14 Nov 2016 10:34:15 +0000","https://www.kickstarter.com/projects/1461435280/frankfurter-brett-basic-100-grossartig?ref=discovery_newest","682991","Offenbach, Germany","Frankfurter Brett BASIC :: 100% GROSSARTIG",,"583687","Mon, 14 Nov 2016 10:34:15 +0000","frankfurter-brett-basic-100-grossartig","true","true","successful","1481889600","1.08571739","Frankfurter Brett BASIC :: 100% GROSSARTIG","https://www.kickstarter.com/projects/1461435280/frankfurter-brett-basic-100-grossartig?ref=discovery_newest","1.0432424","633719.12621693","international"
"285","Tracking & managing asthma is about to change forever with this gadget + app. We say, ""Goodbye paper charts, Hello Smart Peak Flow!""","337","Gadgets","technology/gadgets","14249","GB","the United Kingdom","1411766769","Fri, 26 Sep 2014 21:26:09 +0000","https://ksr-ugc.imgix.net/assets/009/283/713/73e241df64714f99437d647f671474b3_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1475834782&auto=format&frame=1&q=92&s=d21bc1c012fb5c49f4a13dad7edd64a6","1694930916","Smart Respiratory Products Ltd","https://www.kickstarter.com/profile/1694930916","GBP","£","false","USD","1481556682","Tracking & managing asthma is about to change forever with this gadget + app. We say, ""Goodbye paper charts, Hello Smart Peak Flow!""","false","1.36483183","10000","342331067","false","1478964682","Sat, 12 Nov 2016 15:31:22 +0000","https://www.kickstarter.com/projects/1694930916/smart-peak-flowtm-asthma-control-in-your-pocket?ref=discovery_newest","44418","London, UK","Smart Peak Flow™: Asthma control in your pocket",,"11322","Sat, 12 Nov 2016 15:31:22 +0000","smart-peak-flowtm-asthma-control-in-your-pocket","true","false","successful","1481556684","1.25641557","Smart Peak Flow™: Asthma control in your pocket","https://www.kickstarter.com/projects/1694930916/smart-peak-flowtm-asthma-control-in-your-pocket?ref=discovery_newest","1.2585978","14225.13708354","international"
"217","With the all-new portable and versatile Keyring you can wirelessly charge any smartphone and portable tech gadget, at home or on the go","337","Gadgets","technology/gadgets","26279","GB","the United Kingdom","1476717549","Mon, 17 Oct 2016 15:19:09 +0000","https://ksr-ugc.imgix.net/assets/009/375/616/4fefd55c2618a2de4646648615c93e72_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1461587650&auto=format&frame=1&q=92&s=9094cddb5ba3fc09784cc604409df801","735911583","Aircharge","https://www.kickstarter.com/profile/aircharge","GBP","£","false","USD","1481385698","With the all-new portable and versatile Keyring you can wirelessly charge any smartphone and portable tech gadget, at home or on the go","false","1.36483183","20000","2017274682","false","1478793698","Thu, 10 Nov 2016 16:01:38 +0000","https://www.kickstarter.com/projects/aircharge/aircharge-keyring-wireless-power-for-your-smartpho?ref=discovery_newest","23416974","Greater London, UK","Aircharge Keyring: Wireless power for your smartphone & more",,"20900","Thu, 10 Nov 2016 16:01:38 +0000","aircharge-keyring-wireless-power-for-your-smartpho","true","false","successful","1481385700","1.24790196","Aircharge Keyring: Wireless power for your smartphone & more","https://www.kickstarter.com/projects/aircharge/aircharge-keyring-wireless-power-for-your-smartpho?ref=discovery_newest","1.25739505","26081.150964","international"
"1081","It is the first smart cable to connect smartphones to everything, giving your phone the capabilities of a computer.","337","Gadgets","technology/gadgets","37064","US","the United States","1477697304","Fri, 28 Oct 2016 23:28:24 +0000","https://ksr-ugc.imgix.net/assets/014/325/305/b3bfc085d664aaf1dc5285d3e50f1e08_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1484344531&auto=format&frame=1&q=92&s=05931bde2f694dda0096caac6201da8d","1329813392","ITIWANT","https://www.kickstarter.com/profile/1329813392","USD","$","true","USD","1481209704","It is the first smart cable to connect smartphones to everything, giving your phone the capabilities of a computer.","false","1","20000","120350388","false","1478617704","Tue, 08 Nov 2016 15:08:24 +0000","https://www.kickstarter.com/projects/1329813392/1cables-turn-your-smartphone-into-a-computer?ref=discovery_newest","2407405","Fremont, CA","1Cables: Turn your smartphone into a computer",,"37064.4","Tue, 08 Nov 2016 15:08:24 +0000","1cables-turn-your-smartphone-into-a-computer","true","false","successful","1481209705","1","1Cables: Turn your smartphone into a computer","https://www.kickstarter.com/projects/1329813392/1cables-turn-your-smartphone-into-a-computer?ref=discovery_newest","1","37064.4","international"
"277","It measures, controls, talks IOT and saves you money! We can predict your power bills to ensure you are charged correctly!","337","Gadgets","technology/gadgets","52641","AU","Australia","1474977960","Tue, 27 Sep 2016 12:06:00 +0000","https://ksr-ugc.imgix.net/missing_user_avatar.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=&auto=format&frame=1&q=92&s=f59fbc667bd2955360201f24253383dd","2120665567","Anthony Salerno","https://www.kickstarter.com/profile/2120665567","AUD","$","true","USD","1483785382","It measures, controls, talks IOT and saves you money! We can predict your power bills to ensure you are charged correctly!","false","0.71611026","59000","24530485","false","1478601382","Tue, 08 Nov 2016 10:36:22 +0000","https://www.kickstarter.com/projects/2120665567/wirebutter-smart-powerboard?ref=discovery_newest","1103816","Melbourne, AU","Wirebutter:Worlds smartest powerboard,measure,control & IOT",,"72131","Tue, 08 Nov 2016 10:36:22 +0000","wirebutter-smart-powerboard","true","false","successful","1483785382","0.76770245","Wirebutter:Worlds smartest powerboard,measure,control & IOT","https://www.kickstarter.com/projects/2120665567/wirebutter-smart-powerboard?ref=discovery_newest","0.72979916","55375.14542095","international"
"73","Tired of having burnt meat? Want to impress your friends and family with well made steak? We have something you can use in great design","337","Gadgets","technology/gadgets","11514","US","the United States","1473369285","Thu, 08 Sep 2016 21:14:45 +0000","https://ksr-ugc.imgix.net/assets/013/701/151/e7f5c28da82429664b7a8aa2c043746c_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1473677857&auto=format&frame=1&q=92&s=628865e55b76c4edb487dcd9d46df79d","466385313","iPROBE LLC","https://www.kickstarter.com/profile/466385313","USD","$","true","USD","1480860956","Tired of having burnt meat? Want to impress your friends and family with well made steak? We have something you can use in great design","false","1","10000","227840919","false","1478265356","Fri, 04 Nov 2016 13:15:56 +0000","https://www.kickstarter.com/projects/466385313/iprobe-and-iprobe4-your-meat-will-never-be-a-shame?ref=discovery_newest","2487956","San Francisco, CA","Iprobe & Iprobe4. Your meat will never be a shame!",,"11514","Fri, 04 Nov 2016 13:15:56 +0000","iprobe-and-iprobe4-your-meat-will-never-be-a-shame","true","false","successful","1480860956","1","Iprobe & Iprobe4. Your meat will never be a shame!","https://www.kickstarter.com/projects/466385313/iprobe-and-iprobe4-your-meat-will-never-be-a-shame?ref=discovery_newest","1","11514.0","international"
"1051","The AnyCafé Travel Brewer™ is a coffee maker combined with a travel mug that let's you brew coffee anytime and anywhere.","337","Gadgets","technology/gadgets","93161","US","the United States","1476762650","Tue, 18 Oct 2016 03:50:50 +0000","https://ksr-ugc.imgix.net/assets/014/153/589/ae3f75e41c8ea4415e87835471b4622e_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1476762119&auto=format&frame=1&q=92&s=bd0fba82c21094760c336fb4d315eafd","1514361371","AnyCafé, Inc.","https://www.kickstarter.com/profile/anycafe","USD","$","true","USD","1481605200","The AnyCafé Travel Brewer™ is a coffee maker combined with a travel mug that let's you brew coffee anytime and anywhere.","false","1","75000","1743520947","false","1478144531","Thu, 03 Nov 2016 03:42:11 +0000","https://www.kickstarter.com/projects/anycafe/the-anycafe-travel-brewer-the-travel-mug-that-brew?ref=discovery_newest","2498304","Springfield, MA","The AnyCafé Travel Brewer - The Travel Mug That Brews Coffee",,"93161","Thu, 03 Nov 2016 03:42:11 +0000","the-anycafe-travel-brewer-the-travel-mug-that-brew","true","false","successful","1481605204","1","The AnyCafé Travel Brewer - The Travel Mug That Brews Coffee","https://www.kickstarter.com/projects/anycafe/the-anycafe-travel-brewer-the-travel-mug-that-brew?ref=discovery_newest","1","93161.0","international"
"1122","What if you can play golf anytime anywhere? Tittle X Golf Simulator TruGolf Edition makes life-like sim golf accessible to everyone.","337","Gadgets","technology/gadgets","142713","US","the United States","1471861670","Mon, 22 Aug 2016 10:27:50 +0000","https://ksr-ugc.imgix.net/assets/010/146/071/99c54782c2953ed25acf23228e8130ce_original.JPG?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1461670192&auto=format&frame=1&q=92&s=35fb5887431518d98679c30c6b5e1340","1601126475","ULIKE CREATIVE Inc.","https://www.kickstarter.com/profile/1601126475","USD","$","true","USD","1481245140","What if you can play golf anytime anywhere? Tittle X Golf Simulator TruGolf Edition makes life-like sim golf accessible to everyone.","false","1","30000","1845524708","false","1478105214","Wed, 02 Nov 2016 16:46:54 +0000","https://www.kickstarter.com/projects/1601126475/tittle-x-the-worlds-first-ultra-affordable-golf-si?ref=discovery_newest","2442047","Los Angeles, CA","Tittle X: The World’s First Ultra Compact IoT Golf Simulator",,"142713.5","Wed, 02 Nov 2016 16:46:54 +0000","tittle-x-the-worlds-first-ultra-affordable-golf-si","true","false","successful","1481245140","1","Tittle X: The World’s First Ultra Compact IoT Golf Simulator","https://www.kickstarter.com/projects/1601126475/tittle-x-the-worlds-first-ultra-affordable-golf-si?ref=discovery_newest","1","142713.5","domestic"
"204","You can quick charge and hold your iPhone 6/6s in just one simple action, it's safety conscious and perfect for driving.","337","Gadgets","technology/gadgets","18079","US","the United States","1470907672","Thu, 11 Aug 2016 09:27:52 +0000","https://ksr-ugc.imgix.net/assets/013/788/838/03529f01d0fbb578a9840460099d1d8a_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1477661763&auto=format&frame=1&q=92&s=0cd784f03f8ed5a8b3352b338efd96b2","2056821512","DESTEK","https://www.kickstarter.com/profile/destekgear","USD","$","true","USD","1480698158","You can quick charge and hold your iPhone 6/6s in just one simple action, it's safety conscious and perfect for driving.","false","1","15000","241210115","false","1478102558","Wed, 02 Nov 2016 16:02:38 +0000","https://www.kickstarter.com/projects/destekgear/sonicpower-worlds-fastest-wireless-charger-for-iph?ref=discovery_newest","2378426","Charlotte, NC","SonicPower, Fastest Wireless Charger Mount for iPhone 6/6s",,"18079","Wed, 02 Nov 2016 16:02:38 +0000","sonicpower-worlds-fastest-wireless-charger-for-iph","true","false","successful","1480698158","1","SonicPower, Fastest Wireless Charger Mount for iPhone 6/6s","https://www.kickstarter.com/projects/destekgear/sonicpower-worlds-fastest-wireless-charger-for-iph?ref=discovery_newest","1","18079.0","domestic"
"3476","Add an invisible back button to iPhone &Help one-hand operation. NEW gen with improved performance. Redesigned for iPhone 6&7 series.","337","Gadgets","technology/gadgets","101838","US","the United States","1477118509","Sat, 22 Oct 2016 06:41:49 +0000","https://ksr-ugc.imgix.net/assets/007/985/213/1f03f4bc618d7ab68fd8439a5e78f9bc_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1476603136&auto=format&frame=1&q=92&s=17b0f79cf9e4c7c23db5f44a1b35fec1","1359921763","Haloband Inc.","https://www.kickstarter.com/profile/haloband","USD","$","true","USD","1480696439","Add an invisible back button to iPhone &Help one-hand operation. NEW gen with improved performance. Redesigned for iPhone 6&7 series.","false","1","10000","437966856","false","1478100839","Wed, 02 Nov 2016 15:33:59 +0000","https://www.kickstarter.com/projects/haloband/halo-back-worlds-1st-smart-screen-protector-for-ip?ref=discovery_newest","2487956","San Francisco, CA","HALO BACK: World's 1st Smart Screen Protector, for iPhone",,"101838.76","Wed, 02 Nov 2016 15:33:59 +0000","halo-back-worlds-1st-smart-screen-protector-for-ip","true","false","successful","1480696439","1","HALO BACK: World's 1st Smart Screen Protector, for iPhone","https://www.kickstarter.com/projects/haloband/halo-back-worlds-1st-smart-screen-protector-for-ip?ref=discovery_newest","1","101838.76","domestic"
"213","Eliminate the threat of data theft or fraud to your ID, contactless and credit cards with our ultra-thin flexible RFID protection card.","337","Gadgets","technology/gadgets","8468","GB","the United Kingdom","1473017336","Sun, 04 Sep 2016 19:28:56 +0000","https://ksr-ugc.imgix.net/assets/014/126/635/c70eb3fc8ffc63ada7ecc239fbd5622d_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1476645174&auto=format&frame=1&q=92&s=eee7014216543147956047ee970f5053","183991090","RFID Cloaked","https://www.kickstarter.com/profile/183991090","GBP","£","false","USD","1480465020","Eliminate the threat of data theft or fraud to your ID, contactless and credit cards with our ultra-thin flexible RFID protection card.","false","1.36483183","4775","280947680","false","1478084574","Wed, 02 Nov 2016 11:02:54 +0000","https://www.kickstarter.com/projects/183991090/rfidsecur-effective-fraud-protection-for-contactle?ref=discovery_newest","19792","Exeter, UK","RFIDsecur Contactless blocking cards, ultra thin and secure",,"6831","Wed, 02 Nov 2016 11:02:54 +0000","rfidsecur-effective-fraud-protection-for-contactle","true","false","successful","1480465020","1.22357386","RFIDsecur Contactless blocking cards, ultra thin and secure","https://www.kickstarter.com/projects/183991090/rfidsecur-effective-fraud-protection-for-contactle?ref=discovery_newest","1.23972885","8358.23303766","domestic"
"398","V1 is the first electric nail clipper applied with the innovative blades, it is safe and convenient, let V1 take care of your nails!","337","Gadgets","technology/gadgets","19429","HK","Hong Kong","1473786008","Tue, 13 Sep 2016 17:00:08 +0000","https://ksr-ugc.imgix.net/assets/013/855/123/ada060dd3965bc1fe2428eda9581b448_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1476411348&auto=format&frame=1&q=92&s=51eff04f6fe4aa98aadb3d7301c9af7d","1067378893","Vanrro","https://www.kickstarter.com/profile/1067378893","HKD","$","true","USD","1480485604","V1 is the first electric nail clipper applied with the innovative blades, it is safe and convenient, let V1 take care of your nails!","false","0.12837951","50000","712002774","false","1478062804","Wed, 02 Nov 2016 05:00:04 +0000","https://www.kickstarter.com/projects/1067378893/v1-the-first-electric-nail-clipper?ref=discovery_newest","2165352","Hong Kong, Hong Kong","V1 - The First Electric Nail Clipper",,"150689","Wed, 02 Nov 2016 05:00:04 +0000","v1-the-first-electric-nail-clipper","true","false","successful","1480485605","0.12895048","V1 - The First Electric Nail Clipper","https://www.kickstarter.com/projects/1067378893/v1-the-first-electric-nail-clipper?ref=discovery_newest","0.12893635","19431.41888072","domestic"
"1858","Stealth turns your body into a joystick letting you control fun mobile games with core training movements.","337","Gadgets","technology/gadgets","381281","US","the United States","1472145157","Thu, 25 Aug 2016 17:12:37 +0000","https://ksr-ugc.imgix.net/assets/014/244/962/6da3d0c3970486ac4ab5e8d612e62fab_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1478011999&auto=format&frame=1&q=92&s=1959a420844b071143242300a941de01","98545945","STEALTH FITNESS","https://www.kickstarter.com/profile/98545945","USD","$","true","USD","1483220002","Stealth turns your body into a joystick letting you control fun mobile games with core training movements.","false","1","20000","498963565","false","1478032402","Tue, 01 Nov 2016 20:33:22 +0000","https://www.kickstarter.com/projects/98545945/stealth-get-ripped-abs-by-playing-games-on-your-sm?ref=discovery_newest","2367825","Bradenton, FL","Stealth: Get Ripped Abs by Playing Games on your Smartphone",,"381281","Tue, 01 Nov 2016 20:33:22 +0000","stealth-get-ripped-abs-by-playing-games-on-your-sm","true","false","successful","1483220003","1","Stealth: Get Ripped Abs by Playing Games on your Smartphone","https://www.kickstarter.com/projects/98545945/stealth-get-ripped-abs-by-playing-games-on-your-sm?ref=discovery_newest","1","381281.0","domestic"
"46","The world wide first shoulder strap innovation, “that does not hang around…” It is good looking, winds itself up and you can track it!","337","Gadgets","technology/gadgets","1996","DE","Germany","1476701255","Mon, 17 Oct 2016 10:47:35 +0000","https://ksr-ugc.imgix.net/assets/010/826/937/3eb2b19c0970d9149ea32f4c0e7b25bb_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1461714789&auto=format&frame=1&q=92&s=fb32a571d5b6f124cb881bcdd082411e","2063093177","Mathias Hiebel","https://www.kickstarter.com/profile/2063093177","EUR","€","false","USD","1479642420","The world wide first shoulder strap innovation, “that does not hang around…” It is good looking, winds itself up and you can track it!","false","1.17203066","750","63507994","false","1478025773","Tue, 01 Nov 2016 18:42:53 +0000","https://www.kickstarter.com/projects/2063093177/shoulder-strap-for-laptop-sport-and-travel-bag-wit?ref=discovery_newest","676757","Munich, Germany","Shoulder strap for laptop, sport and travel bag with tracker",,"1885","Tue, 01 Nov 2016 18:42:53 +0000","shoulder-strap-for-laptop-sport-and-travel-bag-wit","true","false","successful","1479642422","1.09649123","Shoulder strap for laptop, sport and travel bag with tracker","https://www.kickstarter.com/projects/2063093177/shoulder-strap-for-laptop-sport-and-travel-bag-wit?ref=discovery_newest","1.05892942","2066.88596855","domestic"
"1894","An automotive accessory that transforms the smartphone you already own into a portable head-up-display","337","Gadgets","technology/gadgets","115533","CA","Canada","1475416441","Sun, 02 Oct 2016 13:54:01 +0000","https://ksr-ugc.imgix.net/assets/013/956/399/1bfe1dd6959fbf14d04afe333ba2fc1c_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1475452439&auto=format&frame=1&q=92&s=4c372be83684240608a5ee0e0eb0568e","241060200","Hudify Inc.","https://www.kickstarter.com/profile/241060200","CAD","$","true","USD","1482372000","An automotive accessory that transforms the smartphone you already own into a portable head-up-display","false","0.78291676","120000","1162007788","false","1478015806","Tue, 01 Nov 2016 15:56:46 +0000","https://www.kickstarter.com/projects/241060200/hudify-a-transparent-gps-that-keeps-your-eyes-on-t?ref=discovery_newest","4118","Toronto, Canada","HUDIFY | A Transparent GPS That Keeps Your Eyes On The Road",,"154374","Tue, 01 Nov 2016 15:56:46 +0000","hudify-a-transparent-gps-that-keeps-your-eyes-on-t","true","false","successful","1482372000","0.74557705","HUDIFY | A Transparent GPS That Keeps Your Eyes On The Road","https://www.kickstarter.com/projects/241060200/hudify-a-transparent-gps-that-keeps-your-eyes-on-t?ref=discovery_newest","0.74839824","115097.7115167","domestic"
"1901","SPUD is a high resolution 24-inch screen that collapses & expands like an umbrella. Easily connect devices for videos or work anywhere!","337","Gadgets","technology/gadgets","711397","US","the United States","1470250896","Wed, 03 Aug 2016 19:01:36 +0000","https://ksr-ugc.imgix.net/assets/013/910/738/28c505bfbf543c7506d76c9d5c5aa9f5_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1629179364&auto=format&frame=1&q=92&s=065a17b9261647e2b240799db9c31975","1677563729","Arovia","https://www.kickstarter.com/profile/splaydisplay","USD","$","true","USD","1481907005","SPUD is a high resolution 24-inch screen that collapses & expands like an umbrella. Easily connect devices for videos or work anywhere!","false","1","33000","1790685588","false","1478015405","Tue, 01 Nov 2016 15:50:05 +0000","https://www.kickstarter.com/projects/splaydisplay/the-spontaneous-pop-up-display-spud?ref=discovery_newest","2424766","Houston, TX","The Spontaneous Pop-up Display (SPUD)",,"711397","Tue, 01 Nov 2016 15:50:05 +0000","the-spontaneous-pop-up-display-spud","true","true","successful","1481907006","1","The Spontaneous Pop-up Display (SPUD)","https://www.kickstarter.com/projects/splaydisplay/the-spontaneous-pop-up-display-spud?ref=discovery_newest","1","711397.0","domestic"
"619","The Trickstick is a unique, high res, handheld LED POV display. Wave it and a colorful, detailed image appears in thin air – Magic!","337","Gadgets","technology/gadgets","100721","US","the United States","1475357908","Sat, 01 Oct 2016 21:38:28 +0000","https://ksr-ugc.imgix.net/assets/014/271/679/51560f1f8371776201f2372a343b1449_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1477497812&auto=format&frame=1&q=92&s=84532615d5501ea276842fac6fa96983","700404819","Electricks","https://www.kickstarter.com/profile/700404819","USD","$","true","USD","1480609899","The Trickstick is a unique, high res, handheld LED POV display. Wave it and a colorful, detailed image appears in thin air – Magic!","false","1","98000","1621350319","false","1478014299","Tue, 01 Nov 2016 15:31:39 +0000","https://www.kickstarter.com/projects/700404819/trickstick?ref=discovery_newest","2487956","San Francisco, CA","Trickstick - A magic wand for light painting and much more!",,"100721.5","Tue, 01 Nov 2016 15:31:39 +0000","trickstick","true","true","successful","1480609899","1","Trickstick - A magic wand for light painting and much more!","https://www.kickstarter.com/projects/700404819/trickstick?ref=discovery_newest","1","100721.5","domestic"
"162","PowerBulb is the world's first LED light bulb with dual USB ports that turns any lamp into a charging station. Where #LightMeetsPower","337","Gadgets","technology/gadgets","26674","US","the United States","1475678337","Wed, 05 Oct 2016 14:38:57 +0000","https://ksr-ugc.imgix.net/assets/009/695/641/a554cfb3c87b3c533d53e6a9a7045772_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1461621623&auto=format&frame=1&q=92&s=7e96946b538d40138d523996fc49b5a9","1626151649","Mega Tiny Corp.","https://www.kickstarter.com/profile/megatiny","USD","$","true","USD","1480603809","PowerBulb is the world's first LED light bulb with dual USB ports that turns any lamp into a charging station. Where #LightMeetsPower","false","1","25000","1673315683","false","1478008209","Tue, 01 Nov 2016 13:50:09 +0000","https://www.kickstarter.com/projects/megatiny/powerbulb-led-light-bulb-with-two-usb-charging-por?ref=discovery_newest","2442047","Los Angeles, CA","PowerBulb - LED Light Bulb with Two USB Charging Ports",,"26674.7","Tue, 01 Nov 2016 13:50:09 +0000","powerbulb-led-light-bulb-with-two-usb-charging-por","true","false","successful","1480603809","1","PowerBulb - LED Light Bulb with Two USB Charging Ports","https://www.kickstarter.com/projects/megatiny/powerbulb-led-light-bulb-with-two-usb-charging-por?ref=discovery_newest","1","26674.7","domestic"
"9830","MagSafe is back: A Magnetic Power Connector for all USB-C laptops including MacBook, Chromebook, Google Pixel and most smartphones.","337","Gadgets","technology/gadgets","378758","US","the United States","1477548406","Thu, 27 Oct 2016 06:06:46 +0000","https://ksr-ugc.imgix.net/assets/014/281/768/2cc43127b7be42be798561e06fe30f1d_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1477558188&auto=format&frame=1&q=92&s=63ddb7e91717693c09a7710196da9555","436147229","Snapnator.com","https://www.kickstarter.com/profile/436147229","USD","$","true","USD","1482841795","MagSafe is back: A Magnetic Power Connector for all USB-C laptops including MacBook, Chromebook, Google Pixel and most smartphones.","false","1","25000","743917674","false","1477999795","Tue, 01 Nov 2016 11:29:55 +0000","https://www.kickstarter.com/projects/436147229/snapnator-your-macbook-snap-feature-is-back?ref=discovery_newest","2442047","Los Angeles, CA","Snapnator: Your MacBook Snap feature is back! [MagSafe]",,"378758.99","Tue, 01 Nov 2016 11:29:55 +0000","snapnator-your-macbook-snap-feature-is-back","true","false","successful","1482841795","1","Snapnator: Your MacBook Snap feature is back! [MagSafe]","https://www.kickstarter.com/projects/436147229/snapnator-your-macbook-snap-feature-is-back?ref=discovery_newest","1","378758.99","domestic"
"1282","The world’s first model car that performs with the same driving dynamics as a real racing car. Controlled with your smartphone.","337","Gadgets","technology/gadgets","262867","DE","Germany","1476090453","Mon, 10 Oct 2016 09:07:33 +0000","https://ksr-ugc.imgix.net/assets/014/270/805/7406feb33b3fd6ed4a4c9b78b53acc7e_original.JPG?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1477926963&auto=format&frame=1&q=92&s=08741e2e81bf79ab8be37ee7f34a3a8e","1997293074","Martin Müller","https://www.kickstarter.com/profile/1997293074","EUR","€","false","USD","1483131600","The world’s first model car that performs with the same driving dynamics as a real racing car. Controlled with your smartphone.","false","1.17203066","80000","649124299","false","1477994398","Tue, 01 Nov 2016 09:59:58 +0000","https://www.kickstarter.com/projects/1997293074/drft-worlds-first-racing-simulation-right-on-your?ref=discovery_newest","695771","Speyer, Germany","DR!FT - first drift racing simulation right on your desk!",,"249659","Tue, 01 Nov 2016 09:59:58 +0000","drft-worlds-first-racing-simulation-right-on-your","true","true","successful","1483131600","1.09649123","DR!FT - first drift racing simulation right on your desk!","https://www.kickstarter.com/projects/1997293074/drft-worlds-first-racing-simulation-right-on-your?ref=discovery_newest","1.05290533","273748.90399057","international"
"565","The iCamera KEEP Pro from iSmartAlarm is the most advanced DIY smart home security camera in the world, and works with Alexa and IFTTT","337","Gadgets","technology/gadgets","81510","US","the United States","1470951333","Thu, 11 Aug 2016 21:35:33 +0000","https://ksr-ugc.imgix.net/assets/010/306/025/3e4d2efae0cde954e3e75a87ee78bb21_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1461680069&auto=format&frame=1&q=92&s=96982d9c099372380a487e2d9ac00248","1900861684","iSmartAlarm","https://www.kickstarter.com/profile/ismartalarm","USD","$","true","USD","1483152872","The iCamera KEEP Pro from iSmartAlarm is the most advanced DIY smart home security camera in the world, and works with Alexa and IFTTT","false","1","25000","1005848496","false","1477965272","Tue, 01 Nov 2016 01:54:32 +0000","https://www.kickstarter.com/projects/ismartalarm/the-1st-motion-tracking-diy-smart-home-security-ca?ref=discovery_newest","2502265","Sunnyvale, CA","The 1st Motion Tracking DIY Smart Home Security Camera",,"81510","Tue, 01 Nov 2016 01:54:32 +0000","the-1st-motion-tracking-diy-smart-home-security-ca","true","false","successful","1483152872","1","The 1st Motion Tracking DIY Smart Home Security Camera","https://www.kickstarter.com/projects/ismartalarm/the-1st-motion-tracking-diy-smart-home-security-ca?ref=discovery_newest","1","81510.0","international"
